basari_sirasi,ayt_edebiyat,ayt_cografya1,toplam_net
71584.0,16.5,5.4,21.9
54877.0,18.2,3.8,22.0
46673.0,17.8,3.6,21.4
53146.0,16.3,4.5,20.8
60275.0,17.7,3.7,21.4
47627.0,17.2,3.4,20.6
57484.0,15.9,4.5,20.4
54212.0,18.9,4.0,22.9
47685.0,16.2,3.7,19.9
48835.0,18.0,4.6,22.6
54459.0,18.8,3.8,22.6
48139.0,18.2,3.4,21.6
56473.0,16.1,4.6,20.700000000000003
49109.0,18.0,3.9,21.9
48180.0,17.4,3.2,20.6
59078.0,15.8,4.5,20.3
56156.0,17.9,4.2,22.1
48456.0,18.0,3.6,21.6
63701.0,17.3,4.5,21.8
49802.0,19.1,3.9,23.0
48483.0,18.7,3.7,22.4
61072.0,17.3,4.4,21.700000000000003
61852.0,17.1,3.7,20.8
48488.0,17.4,3.5,20.9
55671.0,15.7,4.3,20.0
55615.0,17.7,4.0,21.7
48715.0,16.7,3.8,20.5
57801.0,14.0,4.3,18.3
33608.0,18.6,3.8,22.4
48936.0,17.9,3.2,21.1
80187.0,15.7,5.1,20.8
47444.0,18.6,4.0,22.6
49069.0,18.8,3.7,22.5
67088.0,16.8,4.3,21.1
47080.0,15.5,3.7,19.2
49146.0,16.8,3.8,20.6
68837.0,14.8,4.4,19.200000000000003
65343.0,17.4,3.8,21.2
50736.0,17.3,3.5,20.8
58874.0,15.7,4.3,20.0
59572.0,18.0,3.8,21.8
50905.0,17.3,3.4,20.7
55868.0,15.8,4.6,20.4
49848.0,17.2,4.0,21.2
51284.0,15.6,3.9,19.5
82244.0,17.3,4.8,22.1
63725.0,18.3,4.2,22.5
51296.0,17.6,3.5,21.1
63395.0,16.7,4.7,21.4
68675.0,17.2,4.1,21.3
51335.0,17.0,3.4,20.4
47330.0,16.9,5.0,21.9
40427.0,17.1,3.2,20.3
24350.0,18.7,4.1,22.8
51678.0,17.5,3.1,20.6
82578.0,16.0,4.7,20.7
41243.0,18.5,4.1,22.6
51833.0,15.9,2.5,18.4
82851.0,13.6,4.5,18.1
82476.0,20.2,3.8,24.0
52069.0,19.7,3.4,23.1
49844.0,16.4,4.9,21.3
52818.0,18.3,4.1,22.4
52275.0,18.3,3.6,21.9
66184.0,17.0,4.4,21.4
59631.0,17.6,4.0,21.6
52283.0,17.7,3.6,21.3
59980.0,17.8,4.5,22.3
66284.0,16.0,3.7,19.7
52436.0,15.0,3.3,18.3
61248.0,15.4,4.6,20.0
53995.0,18.7,4.0,22.7
53849.0,17.3,3.4,20.7
78234.0,16.2,4.8,21.0
72317.0,18.6,3.0,21.6
54213.0,16.6,3.4,20.0
72321.0,14.9,4.1,19.0
52871.0,17.2,3.6,20.8
54507.0,14.6,3.1,17.7
85428.0,15.9,4.6,20.5
46723.0,18.5,3.8,22.3
54885.0,14.4,3.7,18.1
77499.0,13.0,5.7,18.7
57641.0,15.7,3.7,19.4
55395.0,16.8,2.6,19.4
73841.0,12.9,5.2,18.1
59967.0,18.8,4.1,22.9
55446.0,17.3,3.8,21.1
73997.0,15.4,4.1,19.5
66513.0,17.5,4.0,21.5
55707.0,17.5,2.9,20.4
67999.0,16.9,4.4,21.3
66637.0,19.1,3.8,22.9
55869.0,18.3,3.4,21.7
74895.0,16.8,4.3,21.1
60332.0,18.4,3.4,21.8
55912.0,18.2,3.8,22.0
58568.0,15.2,3.3,18.5
62931.0,17.6,3.6,21.200000000000003
55966.0,17.3,4.3,21.6
67153.0,16.0,4.5,20.5
65289.0,17.8,3.8,21.6
56003.0,17.1,3.2,20.3
65409.0,16.8,4.5,21.3
63450.0,18.4,4.0,22.4
56055.0,17.3,3.8,21.1
69896.0,16.7,4.8,21.5
56579.0,18.9,3.9,22.8
56230.0,16.6,2.9,19.5
79224.0,13.8,3.5,17.3
60228.0,18.7,4.0,22.7
56237.0,18.2,3.4,21.6
37670.0,17.2,4.7,21.9
62668.0,18.5,3.8,22.3
56415.0,18.3,3.6,21.9
75473.0,16.7,4.3,21.0
60650.0,18.4,4.0,22.4
56438.0,18.1,3.5,21.6
72256.0,16.4,4.6,21.0
81377.0,17.9,3.9,21.8
56759.0,17.8,3.5,21.3
49544.0,16.7,4.7,21.4
75596.0,17.9,3.8,21.7
57886.0,17.0,3.4,20.4
66113.0,15.0,4.5,19.5
56186.0,18.6,4.1,22.700000000000003
58384.0,17.0,3.6,20.6
77640.0,16.2,4.9,21.1
68438.0,18.6,4.3,22.9
58552.0,15.8,2.4,18.2
68946.0,15.2,4.7,19.9
40134.0,15.8,4.0,19.8
58698.0,16.5,3.1,19.6
90069.0,14.9,3.9,18.8
77238.0,18.2,3.8,22.0
59420.0,16.2,3.2,19.4
54871.0,18.1,4.2,22.3
58510.0,18.1,4.0,22.1
59616.0,17.3,3.4,20.7
76360.0,15.6,4.8,20.4
48656.0,17.9,4.2,22.1
59867.0,16.6,3.4,20.0
86858.0,14.8,4.6,19.4
77030.0,18.6,4.2,22.8
59951.0,18.0,3.3,21.3
68964.0,16.6,4.4,21.0
67604.0,18.0,3.9,21.9
60078.0,18.1,3.4,21.5
80589.0,16.9,4.3,21.2
67070.0,19.6,3.4,23.0
60433.0,16.6,3.9,20.5
77022.0,17.3,4.8,22.1
70581.0,16.3,4.5,20.8
60475.0,15.9,3.4,19.3
81900.0,17.1,5.0,22.1
76214.0,17.6,4.0,21.6
60697.0,17.1,3.0,20.1
79638.0,16.9,4.4,21.3
111410.0,16.5,3.8,20.3
61127.0,16.9,2.9,19.8
80887.0,15.3,5.1,20.4
70819.0,19.6,3.8,23.4
61244.0,16.1,3.2,19.3
69732.0,14.6,4.4,19.0
77979.0,18.8,4.1,22.9
61313.0,17.2,3.6,20.8
68914.0,14.8,4.2,19.0
59412.0,18.6,4.0,22.6
61633.0,17.0,3.3,20.3
94995.0,14.7,4.5,19.2
61582.0,18.9,4.0,22.9
61753.0,17.5,3.6,21.1
98214.0,16.1,4.5,20.6
53887.0,18.8,3.8,22.6
61828.0,16.9,4.1,21.0
94143.0,16.3,3.8,20.1
56924.0,18.1,3.9,22.0
74854.0,17.3,3.6,20.9
62047.0,19.6,4.0,23.6
61952.0,18.7,4.7,23.4
74649.0,16.8,3.6,20.4
62115.0,18.2,2.6,20.8
95570.0,16.4,5.7,22.1
69571.0,20.9,3.5,24.4
62150.0,16.9,3.0,19.9
73334.0,17.0,4.8,21.8
68666.0,18.1,4.0,22.1
62218.0,18.5,3.4,21.9
77981.0,17.1,4.4,21.5
63920.0,17.3,4.1,21.4
62271.0,16.6,3.3,19.9
82957.0,16.1,4.5,20.6
70324.0,18.1,3.6,21.700000000000003
62640.0,17.8,3.4,21.2
74363.0,16.5,4.2,20.7
69503.0,17.8,4.0,21.8
62649.0,17.1,3.9,21.0
86761.0,16.0,4.6,20.6
66150.0,17.8,3.9,21.7
63391.0,17.9,3.6,21.5
77752.0,16.0,4.4,20.4
70769.0,18.9,4.0,22.9
63529.0,16.5,3.6,20.1
84967.0,17.1,4.3,21.4
49370.0,17.9,3.8,21.7
63761.0,17.0,3.4,20.4
91813.0,15.6,4.7,20.3
60547.0,16.1,3.9,20.0
64119.0,18.0,3.8,21.8
87589.0,17.9,4.6,22.5
76572.0,17.8,3.6,21.4
64454.0,17.3,3.4,20.7
83385.0,16.9,4.4,21.3
74106.0,17.8,3.7,21.5
64571.0,14.5,3.5,18.0
75173.0,16.4,4.7,21.1
68248.0,18.7,3.9,22.6
65104.0,18.4,3.4,21.8
80923.0,16.7,4.3,21.0
69862.0,17.7,4.0,21.7
65105.0,16.4,3.1,19.5
92934.0,15.0,4.5,19.5
60913.0,17.6,3.8,21.4
65630.0,17.2,3.7,20.9
104272.0,15.0,3.9,18.9
83886.0,17.6,4.0,21.6
66363.0,16.6,3.7,20.3
80450.0,15.5,5.1,20.6
71133.0,13.3,3.4,16.7
66493.0,17.7,4.9,22.6
103804.0,15.0,3.9,18.9
75278.0,16.1,4.0,20.1
66778.0,16.3,3.5,19.8
76181.0,15.8,5.0,20.8
71123.0,17.9,3.8,21.7
67106.0,18.1,3.6,21.700000000000003
84509.0,17.4,4.6,22.0
75545.0,17.3,4.8,22.1
67382.0,17.3,4.1,21.4
76326.0,12.3,4.2,16.5
78237.0,16.8,4.0,20.8
67536.0,16.8,2.3,19.1
76131.0,18.8,4.5,23.3
62380.0,17.3,3.5,20.8
62711.0,17.2,3.5,20.7
67753.0,17.3,4.0,21.3
82005.0,15.2,4.3,19.5
79518.0,16.9,4.0,20.9
67900.0,17.4,4.1,21.5
95515.0,15.6,4.0,19.6
81548.0,20.0,4.0,24.0
67943.0,16.9,3.9,20.8
98060.0,15.2,4.7,19.9
71750.0,17.2,3.6,20.8
68218.0,17.1,3.4,20.5
77269.0,15.7,4.4,20.1
80714.0,18.1,3.8,21.9
68633.0,17.8,3.6,21.4
92520.0,16.1,4.5,20.6
73788.0,17.8,3.8,21.6
68669.0,18.1,3.3,21.4
89019.0,16.8,4.3,21.1
107160.0,17.3,3.8,21.1
68702.0,17.0,3.3,20.3
77940.0,15.4,4.4,19.8
103440.0,18.6,4.1,22.700000000000003
68740.0,16.6,3.6,20.200000000000003
68300.0,17.4,5.0,22.4
69557.0,18.2,3.9,22.1
68778.0,18.0,3.4,21.4
78319.0,17.0,4.4,21.4
68244.0,19.2,3.7,22.9
68949.0,17.6,3.2,20.8
77012.0,15.9,4.5,20.4
58889.0,12.7,3.7,16.4
69140.0,16.3,3.9,20.2
103635.0,13.9,5.2,19.1
84579.0,18.4,4.2,22.6
69764.0,18.8,3.4,22.2
78385.0,16.9,5.0,21.9
71349.0,18.2,3.7,21.9
70072.0,17.5,3.4,20.9
89778.0,16.0,4.7,20.7
64201.0,17.6,4.0,21.6
70207.0,18.0,3.5,21.5
85197.0,17.2,4.2,21.4
74825.0,17.5,4.1,21.6
70326.0,17.2,3.6,20.8
89499.0,16.6,4.4,21.0
75324.0,17.7,3.7,21.4
70562.0,17.9,3.4,21.3
82404.0,16.0,4.4,20.4
69689.0,16.6,3.8,20.4
70644.0,17.4,3.9,21.3
113935.0,14.1,2.9,17.0
72798.0,18.0,4.1,22.1
70933.0,17.9,3.5,21.4
102895.0,15.7,4.6,20.3
58207.0,17.3,3.7,21.0
70958.0,17.7,3.5,21.2
87337.0,17.4,4.6,22.0
66870.0,18.1,4.0,22.1
71004.0,17.3,3.2,20.5
110984.0,15.6,4.4,20.0
89176.0,17.4,4.0,21.4
71135.0,18.0,3.0,21.0
76410.0,19.1,3.8,22.9
71204.0,17.7,3.6,21.3
91106.0,16.7,4.2,20.9
61841.0,18.6,3.9,22.5
71362.0,18.9,3.6,22.5
118990.0,17.5,4.3,21.8
77616.0,18.0,4.0,22.0
71366.0,17.8,3.4,21.2
85165.0,15.8,4.4,20.200000000000003
73379.0,12.2,3.1,15.3
71403.0,14.9,2.4,17.3
95224.0,18.2,4.5,22.7
90671.0,15.4,3.9,19.3
71418.0,16.6,2.8,19.4
71127.0,14.6,4.5,19.1
69976.0,18.1,3.6,21.700000000000003
71832.0,15.8,3.6,19.4
89273.0,15.7,4.7,20.4
86351.0,18.3,3.8,22.1
72167.0,17.5,3.8,21.3
93461.0,17.4,4.0,21.4
79393.0,18.3,3.8,22.1
72176.0,16.9,3.3,20.2
84230.0,16.9,4.5,21.4
78303.0,18.1,4.2,22.3
72230.0,12.3,3.6,15.9
97738.0,14.5,3.5,18.0
72992.0,17.1,3.2,20.3
72314.0,16.6,3.5,20.1
92449.0,17.3,3.9,21.2
75382.0,17.0,4.2,21.2
72823.0,12.3,2.1,14.4
158571.0,11.8,4.8,16.6
85052.0,16.7,4.1,20.8
72836.0,18.0,2.9,20.9
51240.0,17.6,4.0,21.6
72984.0,16.5,3.2,19.7
119267.0,14.1,4.7,18.8
80949.0,17.4,3.9,21.3
73645.0,18.4,3.2,21.6
95445.0,15.8,4.3,20.1
85334.0,17.7,3.8,21.5
74118.0,17.8,3.3,21.1
93710.0,16.3,4.2,20.5
91875.0,21.5,4.8,26.3
75037.0,13.8,2.5,16.3
102561.0,16.5,4.8,21.3
83381.0,17.3,3.9,21.2
75581.0,17.2,3.9,21.1
100491.0,16.5,4.3,20.8
95007.0,14.2,4.0,18.2
75603.0,18.6,3.6,22.200000000000003
97656.0,16.0,4.4,20.4
85511.0,18.6,3.7,22.3
76156.0,13.7,3.4,17.099999999999998
82095.0,14.9,3.7,18.6
81880.0,17.9,3.7,21.6
76227.0,17.2,3.3,20.5
87474.0,15.8,4.5,20.3
121086.0,17.3,3.8,21.1
76301.0,18.6,3.7,22.3
67710.0,17.9,4.7,22.6
74348.0,17.9,4.3,22.2
76667.0,16.5,2.6,19.1
124535.0,18.1,4.8,22.9
75713.0,17.2,3.8,21.0
76914.0,16.5,3.6,20.1
87656.0,15.9,4.2,20.1
80100.0,17.9,3.8,21.7
77714.0,17.4,3.2,20.6
90344.0,16.8,4.3,21.1
85310.0,18.5,3.7,22.2
77955.0,17.5,3.2,20.7
94783.0,15.9,4.3,20.2
84134.0,18.4,3.9,22.3
77957.0,17.3,3.3,20.6
83567.0,16.8,4.4,21.200000000000003
74562.0,19.3,3.3,22.6
78477.0,17.4,3.3,20.7
96344.0,12.1,4.6,16.7
46828.0,18.0,4.0,22.0
79271.0,16.3,3.3,19.6
106272.0,16.4,3.7,20.1
79698.0,16.6,3.4,20.0
82609.0,15.6,4.4,20.0
83682.0,17.4,3.8,21.2
79906.0,17.4,3.2,20.6
81569.0,17.6,3.8,21.4
80006.0,15.4,3.9,19.3
114218.0,14.8,4.5,19.3
89439.0,17.1,3.9,21.0
80105.0,17.4,3.6,21.0
98064.0,15.4,4.0,19.4
79297.0,17.5,4.0,21.5
80129.0,17.5,3.5,21.0
91843.0,16.6,4.4,21.0
90410.0,16.6,4.2,20.8
80371.0,14.6,2.8,17.4
81460.0,18.1,3.8,21.9
80542.0,17.2,3.2,20.4
97065.0,16.0,4.3,20.3
79630.0,16.7,3.6,20.3
80642.0,15.9,3.5,19.4
123428.0,17.1,4.1,21.200000000000003
85601.0,17.3,3.5,20.8
81251.0,17.0,3.3,20.3
92774.0,15.7,4.9,20.6
84699.0,17.6,3.6,21.200000000000003
81452.0,17.2,3.2,20.4
93912.0,16.0,4.2,20.2
89624.0,16.3,4.2,20.5
81518.0,17.2,3.7,20.9
85964.0,15.1,5.3,20.4
72973.0,17.8,4.3,22.1
81542.0,16.7,2.9,19.6
109650.0,17.4,4.4,21.8
49437.0,15.7,4.2,19.9
81072.0,18.1,3.9,22.0
82884.0,16.6,3.2,19.8
96230.0,15.8,4.5,20.3
86468.0,18.9,4.0,22.9
83064.0,18.4,3.2,21.6
100793.0,17.2,4.6,21.8
84141.0,17.3,3.4,20.7
83337.0,14.9,3.8,18.7
133222.0,16.1,4.7,20.8
85235.0,18.2,3.8,22.0
83538.0,17.6,3.4,21.0
102231.0,16.2,4.4,20.6
78875.0,16.1,4.3,20.4
83860.0,17.6,3.4,21.0
105186.0,13.5,5.1,18.6
83108.0,18.5,3.9,22.4
84143.0,17.0,3.3,20.3
96000.0,16.4,4.4,20.8
71779.0,17.7,3.7,21.4
84582.0,17.2,3.3,20.5
95518.0,16.7,4.8,21.5
76835.0,13.6,3.8,17.4
85026.0,16.7,3.3,20.0
96968.0,15.9,4.6,20.5
85955.0,18.1,4.0,22.1
85501.0,17.3,3.5,20.8
87978.0,16.6,4.3,20.9
65242.0,17.4,4.0,21.4
89467.0,14.4,3.3,17.7
86626.0,15.9,3.2,19.1
113911.0,14.5,4.6,19.1
89431.0,17.1,3.9,21.0
86973.0,17.6,3.3,20.9
102951.0,15.5,4.1,19.6
71156.0,15.7,4.1,19.8
86991.0,12.8,3.7,16.5
136000.0,12.3,3.9,16.2
77363.0,17.4,3.8,21.2
87220.0,16.3,3.4,19.7
113663.0,15.3,4.7,20.0
86680.0,18.0,3.9,21.9
87310.0,16.3,3.4,19.7
101389.0,16.5,4.7,21.2
96947.0,16.7,3.8,20.5
87336.0,16.3,3.2,19.5
85532.0,17.9,4.0,21.9
94631.0,16.4,3.7,20.1
87406.0,16.6,3.4,20.0
94459.0,15.7,4.6,20.3
104985.0,17.4,3.7,21.1
87725.0,17.6,3.6,21.200000000000003
84043.0,13.2,4.4,17.6
83450.0,17.6,3.9,21.5
87981.0,13.8,2.9,16.7
94844.0,17.2,3.9,21.1
84013.0,18.2,3.9,22.1
88201.0,16.3,3.4,19.7
109819.0,16.3,4.3,20.6
109916.0,17.5,3.8,21.3
88491.0,16.8,3.2,20.0
91507.0,16.4,4.5,20.9
66958.0,17.5,4.0,21.5
72776.0,15.9,3.8,19.7
88572.0,15.7,3.9,19.6
87232.0,17.4,3.7,21.1
89017.0,19.5,3.3,22.8
101652.0,17.3,4.3,21.6
124904.0,17.1,3.8,20.9
89089.0,16.9,3.3,20.2
93954.0,15.6,4.2,19.8
93016.0,18.6,3.7,22.3
89134.0,16.7,3.3,20.0
105844.0,15.0,4.0,19.0
81366.0,18.5,3.9,22.4
89723.0,16.4,3.5,19.9
108452.0,16.0,4.6,20.6
161918.0,16.5,3.5,20.0
90029.0,17.5,3.3,20.8
92914.0,14.6,4.0,18.6
92051.0,18.2,3.9,22.1
90127.0,17.1,3.5,20.6
106000.0,17.0,4.1,21.1
86277.0,16.6,3.8,20.4
90263.0,18.1,3.8,21.9
109253.0,16.6,4.4,21.0
97157.0,17.2,4.5,21.7
90266.0,18.3,2.7,21.0
113801.0,16.4,4.4,20.8
93355.0,17.1,3.8,20.9
90374.0,16.4,3.2,19.6
90323.0,16.9,4.5,21.4
75920.0,15.8,3.9,19.7
90832.0,16.7,3.8,20.5
108246.0,17.3,5.7,23.0
94826.0,18.8,4.1,22.9
91848.0,17.2,3.9,21.1
111403.0,16.8,4.3,21.1
88837.0,16.4,4.0,20.4
91859.0,16.9,3.6,20.5
119005.0,15.5,4.9,20.4
96272.0,16.6,2.9,19.5
91971.0,15.9,3.3,19.2
154766.0,13.5,5.3,18.8
111063.0,16.1,3.1,19.200000000000003
92055.0,15.7,3.1,18.8
109590.0,16.7,5.1,21.8
92754.0,17.4,3.6,21.0
92070.0,16.5,3.3,19.8
98843.0,14.8,4.3,19.1
98413.0,16.9,3.5,20.4
92101.0,17.0,3.4,20.4
111682.0,15.2,4.3,19.5
82357.0,17.2,3.3,20.5
92103.0,16.0,3.0,19.0
109537.0,16.4,4.3,20.7
102663.0,18.0,3.7,21.7
92350.0,17.5,3.6,21.1
112794.0,16.7,4.1,20.8
86006.0,19.1,4.0,23.1
92386.0,18.8,3.1,21.9
109355.0,14.8,4.2,19.0
106205.0,17.5,3.4,20.9
92479.0,17.9,3.7,21.6
95435.0,16.1,4.0,20.1
76686.0,18.4,4.0,22.4
92863.0,16.9,3.1,20.0
97852.0,17.8,3.7,21.5
93015.0,17.3,3.3,20.6
110541.0,15.8,3.9,19.7
97102.0,17.8,4.0,21.8
93070.0,17.4,3.4,20.8
115876.0,16.4,4.4,20.8
94793.0,16.4,3.5,19.9
93403.0,15.6,3.0,18.6
111203.0,14.6,4.7,19.3
91044.0,19.2,4.0,23.2
93591.0,18.5,3.0,21.5
98885.0,17.8,4.1,21.9
94285.0,20.2,3.8,24.0
93751.0,16.0,2.8,18.8
113296.0,16.3,4.0,20.3
99885.0,15.0,3.6,18.6
93824.0,15.7,2.9,18.6
115589.0,14.3,4.5,18.8
91146.0,17.3,3.6,20.9
94120.0,17.6,3.3,20.9
111495.0,16.8,4.3,21.1
116272.0,18.2,3.8,22.0
94175.0,17.2,3.4,20.6
124272.0,17.2,3.7,20.9
94382.0,17.7,3.3,21.0
98928.0,17.7,4.0,21.7
94527.0,17.9,3.4,21.3
113463.0,14.7,4.1,18.8
102631.0,17.5,4.0,21.5
94961.0,17.3,3.5,20.8
101375.0,14.4,3.9,18.3
91109.0,9.8,2.9,12.7
94990.0,15.2,2.7,17.9
94686.0,13.4,4.2,17.6
88819.0,17.6,3.9,21.5
95038.0,16.8,2.9,19.7
128534.0,14.8,4.6,19.4
96491.0,16.8,3.4,20.2
95220.0,17.5,2.8,20.3
119323.0,15.7,3.1,18.8
89557.0,18.8,3.1,21.9
95438.0,16.7,3.8,20.5
121809.0,16.6,5.2,21.8
103305.0,18.0,4.0,22.0
95823.0,17.2,3.7,20.9
116149.0,16.9,4.4,21.3
90257.0,17.3,3.9,21.2
95864.0,16.8,3.4,20.2
109254.0,15.2,4.2,19.4
92823.0,18.6,3.5,22.1
96064.0,16.3,2.6,18.9
107374.0,14.9,5.3,20.2
95374.0,16.6,3.7,20.3
96089.0,16.6,3.2,19.8
107610.0,15.1,4.2,19.3
86580.0,17.8,4.0,21.8
96131.0,16.1,3.4,19.5
125947.0,15.9,4.4,20.3
82985.0,16.5,3.8,20.3
96166.0,16.8,2.8,19.6
110901.0,17.4,5.3,22.7
93977.0,17.4,3.8,21.2
96267.0,17.0,3.4,20.4
106987.0,16.0,4.2,20.2
241543.0,15.1,2.7,17.8
96484.0,17.1,3.7,20.8
101586.0,14.5,4.5,19.0
88757.0,14.4,4.8,19.2
97087.0,18.5,3.9,22.4
139740.0,14.3,4.7,19.0
93424.0,17.0,4.0,21.0
97140.0,16.7,3.5,20.2
117447.0,16.5,4.7,21.2
101570.0,16.8,4.0,20.8
97303.0,16.5,3.6,20.1
130250.0,15.4,4.6,20.0
96780.0,17.5,3.6,21.1
97443.0,17.3,3.4,20.7
105330.0,17.2,4.5,21.7
103133.0,18.6,3.9,22.5
98619.0,17.8,3.4,21.2
117016.0,16.4,4.1,20.5
101320.0,18.8,3.1,21.9
98683.0,14.9,3.4,18.3
90996.0,13.6,3.9,17.5
96215.0,15.8,3.2,19.0
98800.0,15.6,3.6,19.2
113262.0,13.1,4.3,17.4
103227.0,18.1,3.6,21.700000000000003
99342.0,15.6,3.1,18.7
115737.0,15.8,4.2,20.0
128566.0,15.4,3.0,18.4
99517.0,16.2,3.6,19.8
120721.0,14.4,4.5,18.9
96684.0,17.6,3.8,21.4
99529.0,17.4,3.5,20.9
116100.0,16.5,4.3,20.8
107189.0,17.4,3.8,21.2
99536.0,17.3,3.4,20.7
123614.0,15.7,3.9,19.6
92419.0,16.0,3.0,19.0
99614.0,18.4,3.8,22.2
140282.0,14.7,4.0,18.7
88880.0,18.9,4.2,23.1
99835.0,15.7,2.9,18.6
108014.0,17.2,5.1,22.3
98205.0,17.7,3.8,21.5
98308.0,17.7,3.6,21.3
113228.0,17.5,3.9,21.4
112559.0,17.5,3.6,21.1
99961.0,14.8,3.4,18.2
103602.0,17.5,4.8,22.3
72573.0,17.6,4.0,21.6
100011.0,16.9,3.7,20.6
133761.0,15.8,4.4,20.200000000000003
105316.0,17.9,4.2,22.1
100041.0,15.2,2.1,17.3
106982.0,16.1,4.2,20.3
99404.0,17.9,3.5,21.4
100089.0,16.5,3.3,19.8
109030.0,17.2,3.8,21.0
100239.0,17.4,3.4,20.8
118324.0,15.6,4.1,19.7
97147.0,16.4,3.3,19.7
100277.0,16.3,3.4,19.7
115860.0,15.3,4.5,19.8
120667.0,16.2,4.1,20.3
100284.0,17.3,3.4,20.7
105818.0,15.8,4.4,20.200000000000003
100009.0,16.9,3.5,20.4
100812.0,16.7,3.3,20.0
105061.0,15.4,4.6,20.0
96463.0,17.7,3.8,21.5
101731.0,13.3,2.2,15.5
100708.0,15.7,4.8,20.5
99702.0,17.8,3.8,21.6
101788.0,17.0,3.2,20.2
142739.0,14.5,4.7,19.2
93023.0,17.4,3.8,21.2
101794.0,15.2,3.0,18.2
141262.0,14.0,4.4,18.4
106818.0,17.5,3.9,21.4
102412.0,16.0,3.3,19.3
107322.0,15.2,3.8,19.0
107876.0,17.0,3.8,20.8
102808.0,16.6,3.4,20.0
115130.0,14.7,4.4,19.1
108505.0,17.3,3.8,21.1
102914.0,17.2,3.6,20.8
122158.0,15.6,4.3,19.9
119722.0,16.7,3.6,20.3
102925.0,16.5,3.2,19.7
106896.0,15.4,4.0,19.4
106034.0,18.1,3.8,21.9
102976.0,15.6,2.8,18.4
119351.0,16.2,4.4,20.6
110063.0,18.3,4.1,22.4
103113.0,17.1,3.4,20.5
119095.0,16.0,4.0,20.0
123496.0,17.2,3.8,21.0
103445.0,16.2,3.1,19.3
74462.0,17.2,4.0,21.2
103578.0,12.8,4.4,17.200000000000003
146502.0,16.5,5.0,21.5
106547.0,18.2,3.6,21.8
103642.0,18.4,3.4,21.8
116023.0,19.0,4.1,23.1
107098.0,18.1,4.1,22.200000000000003
103732.0,17.1,3.2,20.3
121304.0,16.6,4.3,20.9
82471.0,18.1,3.2,21.3
104554.0,17.1,2.2,19.3
140525.0,17.4,4.3,21.7
90143.0,17.4,3.7,21.1
99566.0,17.9,3.7,21.6
108050.0,18.4,4.1,22.5
104698.0,16.5,3.4,19.9
124607.0,17.3,5.0,22.3
110974.0,17.0,4.1,21.1
104791.0,16.5,3.2,19.7
122360.0,16.9,4.2,21.1
119767.0,17.0,3.7,20.7
105404.0,15.1,3.2,18.3
87310.0,14.8,4.5,19.3
97931.0,17.0,3.7,20.7
105648.0,17.6,2.8,20.4
114684.0,15.4,4.3,19.7
123828.0,14.7,3.2,17.9
105806.0,17.5,3.6,21.1
115640.0,16.7,3.9,20.6
105871.0,16.7,2.9,19.6
123659.0,15.1,4.1,19.2
102323.0,16.8,3.7,20.5
106349.0,15.4,2.9,18.3
147311.0,15.0,4.9,19.9
115204.0,17.3,3.7,21.0
106365.0,16.1,3.1,19.200000000000003
135905.0,15.8,4.7,20.5
96398.0,16.9,4.0,20.9
106543.0,16.9,3.8,20.7
147444.0,15.2,4.8,20.0
99107.0,18.2,3.8,22.0
106679.0,17.9,3.0,20.9
126381.0,16.9,4.2,21.1
102773.0,17.8,3.6,21.4
108777.0,18.2,3.3,21.5
107589.0,16.9,3.0,19.9
123565.0,15.9,4.6,20.5
103643.0,15.3,4.1,19.4
108000.0,15.3,2.8,18.1
127401.0,15.6,5.1,20.7
115181.0,17.2,3.7,20.9
108096.0,17.2,3.2,20.4
128744.0,14.9,4.1,19.0
115082.0,17.5,4.3,21.8
108220.0,18.4,3.6,22.0
152205.0,16.1,4.9,21.0
103235.0,18.0,3.9,21.9
108283.0,16.7,3.8,20.5
122635.0,16.6,4.9,21.5
101012.0,17.6,3.8,21.4
108488.0,16.0,3.3,19.3
118264.0,15.6,4.2,19.8
82454.0,17.4,3.8,21.2
108495.0,16.2,3.0,19.2
140201.0,14.6,4.6,19.2
109696.0,17.2,3.3,20.5
108647.0,15.8,3.1,18.9
126757.0,14.7,4.1,18.8
95778.0,15.5,3.6,19.1
108648.0,16.0,3.8,19.8
138949.0,13.5,4.3,17.8
119815.0,17.6,3.6,21.200000000000003
108652.0,16.6,3.7,20.3
126920.0,14.5,3.8,18.3
124549.0,15.4,3.6,19.0
108737.0,16.5,3.1,19.6
96704.0,14.8,4.1,18.9
118903.0,16.8,2.9,19.7
108808.0,18.3,1.8,20.1
123370.0,13.2,5.4,18.6
106517.0,17.7,3.9,21.6
109033.0,17.4,3.4,20.8
123104.0,16.4,4.4,20.8
105009.0,17.4,3.9,21.3
109126.0,17.6,3.0,20.6
127179.0,15.0,3.9,18.9
104830.0,16.9,4.0,20.9
109190.0,16.8,3.1,19.9
118828.0,16.4,4.5,20.9
124593.0,17.4,3.8,21.2
109238.0,16.4,3.1,19.5
94992.0,16.1,4.4,20.5
111877.0,17.6,3.7,21.3
109341.0,16.9,3.3,20.2
107420.0,19.3,3.8,23.1
109579.0,15.8,2.6,18.4
122888.0,14.5,3.9,18.4
117249.0,16.9,3.7,20.6
109988.0,17.3,3.8,21.1
129343.0,14.3,4.0,18.3
124888.0,17.1,4.2,21.3
110449.0,16.0,3.1,19.1
114386.0,15.1,4.3,19.4
104472.0,17.5,3.8,21.3
110569.0,16.6,3.1,19.700000000000003
